date,cash,holdings_value,portfolio_value,nav,daily_return,turnover
2023-02-17,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-02-20,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-02-21,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-02-22,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-02-23,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-02-24,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-02-27,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-02-28,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-01,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-02,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-03,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-06,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-07,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-08,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-09,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-10,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-13,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-14,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-15,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-16,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-17,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-20,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-21,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-22,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-23,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-24,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-27,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-28,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-29,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-30,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-03-31,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-03,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-04,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-06,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-07,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-10,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-11,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-12,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-13,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-14,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-17,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-18,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-19,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-20,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-21,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-24,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-25,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-26,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-27,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-04-28,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-04,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-05,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-08,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-09,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-10,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-11,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-12,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-15,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-16,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-17,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-18,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-19,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-22,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-23,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-24,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-25,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-26,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-29,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-30,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-05-31,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-01,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-02,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-05,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-06,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-07,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-08,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-09,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-12,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-13,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-14,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-15,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-16,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-19,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-20,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-21,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-26,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-27,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-28,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-29,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-06-30,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-07-03,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-07-04,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-07-05,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-07-06,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-07-07,1000000.0,0.0,1000000.0,1.0,0.0,0.0
2023-07-10,660087.8367339399,338805.0,998892.8367339399,0.9988928367339399,-0.001107163266060085,0.33981022019999996
2023-07-11,660087.8367339399,341185.2,1001273.03673394,1.00127303673394,0.002382838190914116,0.0
2023-07-12,660087.8367339399,338145.0,998232.8367339399,0.9982328367339399,-0.0030363346344738362,0.0
2023-07-13,660087.8367339399,343004.5,1003092.3367339399,1.00309233673394,0.0048681027323240755,0.0
2023-07-14,660087.8367339399,342555.4,1002643.23673394,1.00264323673394,-0.00044771551287314804,0.0
2023-07-17,661547.4835657598,338895.5,1000442.9835657598,1.0004429835657598,-0.0021944527101657174,0.22797777487093923
2023-07-18,661547.4835657598,338914.7,1000462.1835657598,1.0004621835657599,1.9191498481507807e-05,0.0
2023-07-19,661547.4835657598,339309.7,1000857.1835657598,1.0008571835657598,0.0003948175218300154,0.0
2023-07-20,661547.4835657598,336161.89999999997,997709.3835657598,0.9977093835657598,-0.003145104068479898,0.0
2023-07-21,661547.4835657598,336659.9,998207.3835657599,0.9982073835657599,0.0004991433459513583,0.0
2023-07-24,658589.0100657599,338768.0,997357.0100657599,0.9973570100657598,-0.0008519006310715449,0.00295376847390927
2023-07-25,658589.0100657599,350626.9,1009215.9100657599,1.0092159100657598,0.011890326011964492,0.0
2023-07-26,658589.0100657599,349751.5,1008340.5100657599,1.0083405100657599,-0.0008674060637262615,0.0
2023-07-27,658589.0100657599,347545.9,1006134.9100657599,1.00613491006576,-0.0021873563324914524,0.0
2023-07-28,658589.0100657599,362568.39999999997,1021157.4100657599,1.0211574100657599,0.014930900269644942,0.0
2023-07-31,676315.3374657598,345770.89999999997,1022086.2374657597,1.0220862374657598,0.0009095829799050659,0.01736884756960029
2023-08-01,676315.3374657598,345097.2,1021412.5374657598,1.0214125374657599,-0.0006591420325454678,0.0
2023-08-02,676315.3374657598,344579.8,1020895.1374657599,1.0208951374657598,-0.0005065534062109744,0.0
2023-08-03,676315.3374657598,350144.5,1026459.8374657598,1.0264598374657599,0.005450804686770949,0.0
2023-08-04,676315.3374657598,352596.4,1028911.7374657599,1.02891173746576,0.0023886955051777292,0.0
2023-08-07,677711.7920157599,349753.4,1027465.1920157599,1.0274651920157598,-0.001405898482179646,0.0035865013641394115
2023-08-08,677711.7920157599,348107.89999999997,1025819.6920157599,1.0258196920157598,-0.0016015141075209627,0.0
2023-08-09,677711.7920157599,346382.9,1024094.6920157599,1.0240946920157599,-0.001681582068882248,0.0
2023-08-10,677711.7920157599,348840.9,1026552.6920157599,1.02655269201576,0.002400168674990155,0.0
2023-08-11,677711.7920157599,338353.4,1016065.1920157599,1.01606519201576,-0.010216231550088772,0.0
2023-08-14,668456.1740157598,345846.5,1014302.6740157598,1.01430267401576,-0.0017346505065323203,0.009094512903908896
2023-08-15,668456.1740157598,347225.0,1015681.1740157598,1.0156811740157599,0.0013590617823595608,0.0
2023-08-16,668456.1740157598,345650.8,1014106.9740157598,1.0141069740157598,-0.0015498958140338637,0.0
2023-08-17,668456.1740157598,346779.0,1015235.1740157598,1.01523517401576,0.0011125059080625554,0.0
2023-08-18,668456.1740157598,341412.7,1009868.8740157599,1.00986887401576,-0.005285770368626541,0.0
2023-08-21,666084.0875157599,336479.2,1002563.2875157599,1.00256328751576,-0.007234193159107116,0.004133385637881199
2023-08-22,666084.0875157599,339907.6,1005991.6875157598,1.0059916875157597,0.0034196344935939482,0.0
2023-08-23,666084.0875157599,333076.6,999160.6875157598,0.9991606875157598,-0.006790314557040489,0.0
2023-08-24,666084.0875157599,335830.8,1001914.8875157598,1.0019148875157597,0.002756513576257502,0.0
2023-08-25,666084.0875157599,334911.2,1000995.2875157599,1.00099528751576,-0.000917842434979721,0.0
2023-08-28,677331.9557657599,330137.89999999997,1007469.85576576,1.00746985576576,0.006468130600363109,0.011246674575201489
2023-08-29,677331.9557657599,332606.5,1009938.4557657599,1.00993845576576,0.002450296637534377,0.0
2023-08-30,677331.9557657599,329527.4,1006859.35576576,1.00685935576576,-0.003048799639642774,0.0
2023-08-31,677331.9557657599,326340.5,1003672.4557657599,1.00367245576576,-0.0031651888436555753,0.0
2023-09-01,677331.9557657599,327282.8,1004614.7557657599,1.0046147557657599,0.0009388521071658218,0.0
2023-09-04,664876.8363157599,344008.8,1008885.63631576,1.00888563631576,0.004251262014108859,0.012387952076727961
2023-09-05,664876.8363157599,341235.8,1006112.63631576,1.00611263631576,-0.0027485771431203787,0.0
2023-09-06,664876.8363157599,340529.1,1005405.9363157599,1.00540593631576,-0.0007024064448568623,0.0
2023-09-07,664876.8363157599,336617.7,1001494.5363157599,1.00149453631576,-0.0038903689134093256,0.0
2023-09-08,664876.8363157599,336501.3,1001378.13631576,1.00137813631576,-0.00011622629558027953,0.0
2023-09-11,661702.8576157598,343680.3,1005383.1576157599,1.00538315761576,0.003999509430808068,0.0031546311881967166
2023-09-12,661702.8576157598,342266.8,1003969.6576157599,1.00396965761576,-0.0014059316483400197,0.0
2023-09-13,661702.8576157598,338973.0,1000675.8576157598,1.0006758576157597,-0.0032807764408161466,0.0
2023-09-14,661702.8576157598,339245.6,1000948.4576157598,1.00094845761576,0.0002724158856490799,0.0
2023-09-15,661702.8576157598,338249.8,999952.6576157599,0.9999526576157599,-0.0009948564208509536,0.0
2023-09-18,659755.9896657598,340621.0,1000376.9896657598,1.00037698966576,0.00042435213984193254,0.0019369596502880214
2023-09-19,659755.9896657598,340070.89999999997,999826.8896657599,0.9998268896657598,-0.000549892696136256,0.0
2023-09-20,659755.9896657598,338181.6,997937.5896657598,0.9979375896657598,-0.0018896271139813292,0.0
2023-09-21,659755.9896657598,335285.0,995040.9896657598,0.9950409896657598,-0.0029025863240307315,0.0
2023-09-22,659755.9896657598,343145.0,1002900.9896657598,1.00290098966576,0.007899172075956695,0.0
2023-09-25,661632.8869657598,336859.1,998491.9869657598,0.9984919869657598,-0.004396249226426119,0.0029957626235879017
2023-09-26,661632.8869657598,336031.6,997664.4869657598,0.9976644869657598,-0.0008287497654484444,0.0
2023-09-27,661632.8869657598,336979.69999999995,998612.5869657598,0.9986125869657597,0.0009503194835405182,0.0
2023-09-28,661632.8869657598,335990.89999999997,997623.7869657597,0.9976237869657597,-0.0009901737800085408,0.0
2023-10-09,661632.8869657598,333611.9,995244.7869657598,0.9952447869657598,-0.002384666475561459,0.0
2023-10-10,661632.8869657598,331822.7,993455.5869657598,0.9934555869657598,-0.0017977486779456875,0.0
2023-10-11,661632.8869657598,331743.3,993376.1869657598,0.9933761869657598,-7.99230494464842e-05,0.0
2023-10-12,661632.8869657598,335064.2,996697.0869657598,0.9966970869657598,0.0033430436964101418,0.0
2023-10-13,661632.8869657598,332157.7,993790.5869657598,0.9937905869657597,-0.002916131729498894,0.0
2023-10-16,656198.4759908397,334437.1,990635.5759908396,0.9906355759908396,-0.0031747241484274547,0.23107969034115253
2023-10-17,656198.4759908397,336210.5,992408.9759908397,0.9924089759908397,0.0017901638533688313,0.0
2023-10-18,656198.4759908397,333283.5,989481.9759908397,0.9894819759908396,-0.0029493888818141745,0.0
2023-10-19,656198.4759908397,328870.0,985068.4759908397,0.9850684759908397,-0.004460414749425268,0.0
2023-10-20,656198.4759908397,327415.6,983614.0759908396,0.9836140759908396,-0.0014764455826657974,0.0
2023-10-23,648464.5071337447,327550.2,976014.7071337446,0.9760147071337446,-0.0077259659480165555,0.22707815900763925
2023-10-24,648464.5071337447,332761.7,981226.2071337446,0.9812262071337446,0.005339571178496483,0.0
2023-10-25,648464.5071337447,333888.30000000005,982352.8071337447,0.9823528071337447,0.0011481552284371421,0.0
2023-10-26,648464.5071337447,334715.0,983179.5071337447,0.9831795071337447,0.0008415510130337367,0.0
2023-10-27,648464.5071337447,339211.0,987675.5071337447,0.9876755071337446,0.004572918747164589,0.0
2023-10-30,651245.4272346247,338368.7,989614.1272346247,0.9896141272346247,0.001962810747940802,0.22903343523873373
2023-10-31,651245.4272346247,337700.89999999997,988946.3272346247,0.9889463272346246,-0.0006748084749620409,0.0
2023-11-01,651245.4272346247,336948.5,988193.9272346247,0.9881939272346247,-0.0007608097419238291,0.0
2023-11-02,651245.4272346247,333786.89999999997,985032.3272346247,0.9850323272346246,-0.0031993720188582264,0.0
2023-11-03,651245.4272346247,337408.3,988653.7272346248,0.9886537272346247,0.003676427564734741,0.0
2023-11-06,655891.8953346247,341558.1,997449.9953346247,0.9974499953346246,0.008897218366438642,0.004714965383318433
2023-11-07,655891.8953346247,342477.2,998369.0953346246,0.9983690953346246,0.0009214497010365807,0.0
2023-11-08,655891.8953346247,341949.4,997841.2953346247,0.9978412953346247,-0.0005286621976444694,0.0
2023-11-09,655891.8953346247,340467.4,996359.2953346247,0.9963592953346248,-0.0014852061213832535,0.0
2023-11-10,655891.8953346247,339859.0,995750.8953346247,0.9957508953346247,-0.0006106230983630168,0.0
2023-11-13,658090.0906846247,338904.19999999995,996994.2906846247,0.9969942906846246,0.0012487012121462637,0.002217618242018181
2023-11-14,658090.0906846247,341521.3,999611.3906846247,0.9996113906846247,0.0026249899567658552,0.0
2023-11-15,658090.0906846247,342876.9,1000966.9906846248,1.0009669906846248,0.0013561270035864492,0.0
2023-11-16,658090.0906846247,339402.6,997492.6906846247,0.9974926906846248,-0.003470943629843126,0.0
2023-11-17,658090.0906846247,341538.5,999628.5906846247,0.9996285906846247,0.0021412688232673727,0.0
2023-11-20,660169.8427846248,340432.39999999997,1000602.2427846247,1.0006022427846246,0.000974013857820033,0.0020955303995110306
2023-11-21,660169.8427846248,339008.60000000003,999178.4427846249,0.9991784427846249,-0.0014229430428193135,0.0
2023-11-22,660169.8427846248,335200.8,995370.6427846248,0.9953706427846248,-0.003810930897776399,0.0
2023-11-23,660169.8427846248,337721.4,997891.2427846248,0.9978912427846248,0.0025323230278808673,0.0
2023-11-24,660169.8427846248,333979.8,994149.6427846248,0.9941496427846248,-0.003749506799517577,0.0
2023-11-27,656277.9052846248,336326.3,992604.2052846248,0.9926042052846248,-0.0015545320679000163,0.003899752444853928
2023-11-28,656277.9052846248,337171.2,993449.1052846247,0.9934491052846247,0.0008511952654457478,0.0
2023-11-29,656277.9052846248,335177.6,991455.5052846248,0.9914555052846248,-0.0020067459816462963,0.0
2023-11-30,656277.9052846248,334265.3,990543.2052846248,0.9905432052846248,-0.0009201623220983501,0.0
2023-12-01,656277.9052846248,336736.5,993014.4052846248,0.9930144052846248,0.0024947927428262684,0.0
2023-12-04,655801.1942846249,336080.6,991881.7942846249,0.9918817942846249,-0.0011405786199800705,0.0014322380344445754
2023-12-05,655801.1942846249,330782.5,986583.6942846249,0.9865836942846249,-0.0053414630962362875,0.0
2023-12-06,655801.1942846249,331143.6,986944.7942846249,0.9869447942846249,0.0003660105088820753,0.0
2023-12-07,655801.1942846249,331748.6,987549.7942846249,0.9875497942846249,0.0006130028786852648,0.0
2023-12-08,655801.1942846249,330928.3,986729.4942846249,0.986729494284625,-0.0008306416595369459,0.0
2023-12-11,650781.5932346248,340264.0,991045.5932346248,0.9910455932346248,0.004374146080561969,0.005071907831870695
2023-12-12,650781.5932346248,340276.0,991057.5932346248,0.9910575932346248,1.210842375165555e-05,0.0
2023-12-13,650781.5932346248,336609.1,987390.6932346248,0.9873906932346248,-0.003699986786874776,0.0
2023-12-14,650781.5932346248,335344.39999999997,986125.9932346249,0.9861259932346248,-0.0012808506386229324,0.0
2023-12-15,650781.5932346248,333610.5,984392.0932346248,0.9843920932346248,-0.0017582945910518122,0.0
2023-12-18,649959.6058346248,331191.4,981151.0058346249,0.9811510058346249,-0.003292476059361671,0.0011938364886072853
2023-12-19,649959.6058346248,330856.80000000005,980816.4058346249,0.9808164058346249,-0.00034102803545044136,0.0
2023-12-20,649959.6058346248,324512.10000000003,974471.7058346248,0.9744717058346248,-0.006468794732895078,0.0
2023-12-21,649959.6058346248,325383.3,975342.9058346248,0.9753429058346248,0.0008940228790468296,0.0
2023-12-22,649959.6058346248,323722.6,973682.2058346248,0.9736822058346248,-0.0017026832205017106,0.0
2023-12-25,642734.4025346248,329972.7,972707.1025346247,0.9727071025346248,-0.0010014595051207609,0.007405088905593718
2023-12-26,642734.4025346248,326125.6,968860.0025346248,0.9688600025346248,-0.003955044627488968,0.0
2023-12-27,642734.4025346248,328100.6,970835.0025346248,0.9708350025346247,0.002038478206173533,0.0
2023-12-28,642734.4025346248,335096.3,977830.7025346248,0.9778307025346249,0.00720585885524927,0.0
2023-12-29,642734.4025346248,337713.1,980447.5025346248,0.9804475025346248,0.002676127874914336,0.0
2024-01-02,647316.1030346248,330326.6,977642.7030346248,0.9776427030346249,-0.0028607339941700838,0.004688369839401642
2024-01-03,647316.1030346248,329770.4,977086.5030346249,0.9770865030346249,-0.0005689195022614557,0.0
2024-01-04,647316.1030346248,327183.2,974499.3030346248,0.9744993030346247,-0.0026478720072017348,0.0
2024-01-05,647316.1030346248,323060.0,970376.1030346248,0.9703761030346248,-0.004231095894230208,0.0
2024-01-08,640197.5530346248,322419.5,962617.0530346248,0.9626170530346247,-0.007995920319693983,0.007320409043241383
2024-01-09,640197.5530346248,322424.89999999997,962622.4530346247,0.9626224530346247,5.609707393938734e-06,0.0
2024-01-10,640197.5530346248,320898.4,961095.9530346248,0.9610959530346248,-0.0015857722777893324,0.0
2024-01-11,640197.5530346248,325439.0,965636.5530346248,0.9656365530346248,0.0047243982098386095,0.0
2024-01-12,640197.5530346248,322935.39999999997,963132.9530346247,0.9631329530346247,-0.0025926938993063864,0.0
2024-01-15,634948.4193509147,326397.9,961346.3193509147,0.9613463193509146,-0.0018550229000894314,0.4491035716690403
2024-01-16,634948.4193509147,328784.1,963732.5193509146,0.9637325193509146,0.002482144001561437,0.0
2024-01-17,634948.4193509147,319442.4,954390.8193509147,0.9543908193509146,-0.009693249747649624,0.0
2024-01-18,634948.4193509147,324307.5,959255.9193509147,0.9592559193509147,0.005097597233079787,0.0
2024-01-19,634948.4193509147,322465.19999999995,957413.6193509146,0.9574136193509146,-0.0019205510884380272,0.0
2024-01-22,630645.4620944347,318076.4,948721.8620944347,0.9487218620944347,-0.009078372273806368,0.2249701240369077
2024-01-23,630645.4620944347,322115.2,952760.6620944347,0.9527606620944348,0.0042570959533743125,0.0
2024-01-24,630645.4620944347,328592.0,959237.4620944347,0.9592374620944346,0.006797929698065142,0.0
2024-01-25,630645.4620944347,332692.8,963338.2620944346,0.9633382620944346,0.004275062392836482,0.0
2024-01-26,630645.4620944347,330366.6,961012.0620944346,0.9610120620944347,-0.0024147281298081413,0.0
2024-01-29,634410.6882335796,321087.80000000005,955498.4882335797,0.9554984882335796,-0.005737257708127719,0.23035436659092273
2024-01-30,634410.6882335796,315516.9,949927.5882335796,0.9499275882335797,-0.005830359826417775,0.0
2024-01-31,634410.6882335796,310829.2,945239.8882335797,0.9452398882335797,-0.004934797197244101,0.0
2024-02-01,634410.6882335796,309921.10000000003,944331.7882335796,0.9443317882335795,-0.0009607085051152042,0.0
2024-02-02,634410.6882335796,303695.19999999995,938105.8882335796,0.9381058882335795,-0.006592915834852775,0.0
2024-02-05,618235.5121835796,315910.8,934146.3121835797,0.9341463121835797,-0.004220819951845423,0.017226388036460406
2024-02-06,618235.5121835796,334891.1,953126.6121835796,0.9531266121835796,0.020318337451478152,0.0
2024-02-07,618235.5121835796,344737.4,962972.9121835796,0.9629729121835796,0.010330526788505656,0.0
2024-02-08,618235.5121835796,347134.4,965369.9121835796,0.9653699121835796,0.0024891665899144932,0.0
2024-02-19,618235.5121835796,345998.3,964233.8121835797,0.9642338121835796,-0.0011768545773611638,0.0
2024-02-20,618235.5121835796,347843.7,966079.2121835796,0.9660792121835796,0.0019138511600427233,0.0
2024-02-21,618235.5121835796,350652.0,968887.5121835796,0.9688875121835796,0.002906904490422191,0.0
2024-02-22,618235.5121835796,353955.9,972191.4121835796,0.9721914121835796,0.003409993377408771,0.0
2024-02-23,618235.5121835796,354770.6,973006.1121835796,0.9730061121835796,0.0008380036994670714,0.0
2024-02-26,642630.3011835797,328052.7,970683.0011835797,0.9706830011835796,-0.00238756054140965,0.025086984238177675
2024-02-27,642630.3011835797,333915.2,976545.5011835797,0.9765455011835796,0.006039561826931772,0.0
2024-02-28,642630.3011835797,327959.60000000003,970589.9011835798,0.9705899011835798,-0.006098640557743229,0.0
2024-02-29,642630.3011835797,335764.1,978394.4011835797,0.9783944011835797,0.008040986198684763,0.0
2024-03-01,642630.3011835797,338314.9,980945.2011835797,0.9809452011835798,0.002607128574033446,0.0
2024-03-04,647693.5607835798,331633.2,979326.7607835799,0.9793267607835799,-0.001649878502944957,0.00517690447322921
2024-03-05,647693.5607835798,331186.0,978879.5607835798,0.9788795607835798,-0.0004566402327679242,0.0
2024-03-06,647693.5607835798,330731.89999999997,978425.4607835799,0.9784254607835798,-0.0004638977236754993,0.0
2024-03-07,647693.5607835798,327160.6,974854.1607835798,0.9748541607835798,-0.0036500481060048884,0.0
2024-03-08,647693.5607835798,329242.6,976936.1607835798,0.9769361607835798,0.002135704071188016,0.0
2024-03-11,645088.6754389348,340577.8,985666.4754389348,0.9856664754389347,0.00893642287573071,0.22486229762833473
2024-03-12,645088.6754389348,340774.8,985863.4754389348,0.9858634754389347,0.0001998647665399922,0.0
2024-03-13,645088.6754389348,339277.1,984365.7754389348,0.9843657754389348,-0.0015191758669557132,0.0
2024-03-14,645088.6754389348,337789.1,982877.7754389348,0.9828777754389348,-0.0015116332131076549,0.0
2024-03-15,645088.6754389348,339749.1,984837.7754389348,0.9848377754389348,0.0019941441845348074,0.0
2024-03-18,651090.9817335949,338952.6,990043.5817335949,0.9900435817335949,0.005285953102621255,0.2328796792931516
2024-03-19,651090.9817335949,335299.89999999997,986390.8817335949,0.9863908817335949,-0.0036894335435253556,0.0
2024-03-20,651090.9817335949,335742.1,986833.0817335949,0.9868330817335949,0.00044830098107029315,0.0
2024-03-21,651090.9817335949,333673.7,984764.681733595,0.984764681733595,-0.0020959978321423156,0.0
2024-03-22,651090.9817335949,327933.7,979024.681733595,0.979024681733595,-0.005828803679164496,0.0
2024-03-25,646024.645114895,328239.7,974264.3451148949,0.9742643451148949,-0.004862325442368531,0.22436425469993593
2024-03-26,646024.645114895,328770.4,974795.045114895,0.974795045114895,0.0005447186922737934,0.0
2024-03-27,646024.645114895,321816.2,967840.8451148949,0.9678408451148949,-0.007134012462261086,0.0
2024-03-28,646024.645114895,324781.89999999997,970806.5451148949,0.9708065451148948,0.003064243480701556,0.0
2024-03-29,646024.645114895,327368.30000000005,973392.945114895,0.973392945114895,0.00266417651695372,0.0
2024-04-01,644220.485514895,336831.89999999997,981052.385514895,0.9810523855148949,0.007868806157307784,0.003205379508510531
2024-04-02,644220.485514895,335095.9,979316.385514895,0.979316385514895,-0.001769528340822335,0.0
2024-04-03,644220.485514895,333452.30000000005,977672.785514895,0.977672785514895,-0.0016783135913076563,0.0
2024-04-08,644220.485514895,328796.4,973016.885514895,0.973016885514895,-0.0047622272696769,0.0
2024-04-09,644220.485514895,330738.80000000005,974959.285514895,0.974959285514895,0.001996265459434543,0.0
2024-04-10,644220.485514895,326174.0,970394.485514895,0.9703944855148949,-0.00468204166863162,0.0
